IPO Status,Ticker Code,Company Name,Sector,Subsector,Listing Board,Final Price (Rp),Return D1,Return D2,Return D3,Return D4,Return D5,Return D6,Return D7,Return from Listing Date,Line of Business,Address,Website,Number of shares offered,% of Total Shares,Participant Admin,Underwriter(s),Book Building Opening,Book Building Closing,Lowest Book Building Price (Rp),Highest Book Building Price (Rp),Opening of Offering Period,Closing of Offering Period,Closing Date,Distribution Date,Listing Date,Warrant per share ratio,Exercise Price (Warrant) (Rp)
Closed,RSGK,PT Kedoya Adyaraya Tbk,Healthcare,Healthcare Providers,Utama,1720.0,0.25,-0.046511627906976744,-0.05609756097560976,-0.046511627906976744,0.06233062330623306,-0.03571428571428571,-0.021164021164021163,-0.43023255813953487,Bergerak di bidang Aktivitas Rumah Sakit Swasta,"RS Grha Kedoya Jalan Panjang Arteri No, 26, Kedoya Utara, Kebon Jeruk, Jakarta 11520","https://www,grhahospitals,com",185940000,20.0,RF - BUANA CAPITAL SEKURITAS,RF,2021-08-12,2021-08-24,1500,1750,2021-09-02,2021-09-06,2021-09-06,2021-09-07,2021-09-08,0.0,
Closed,CMNT,PT Cemindo Gemilang Tbk,Basic Materials,Construction Materials,Utama,680.0,0.35294117647058826,0.021739130434782608,0.0425531914893617,0.00510204081632653,-0.01015228426395939,0.010256410256410256,0.04060913705583756,0.11029411764705882,Industri Semen,"Jl, Raya Pluit Selatan Blok S No, 8 I-J RT022/RW008, Penjaringan Jakarta Utara 14440, Indonesia","https://www,semenmerahputih,com",1718800000,10.04,KI - CIPTADANA SEKURITAS ASIA,"KI,AK,CC",2021-08-09,2021-08-19,600,800,2021-09-02,2021-09-06,2021-09-06,2021-09-07,2021-09-08,0.0,
Closed,MCOL,PT Prima Andalan Mandiri Tbk,Energy,Coal Production,Utama,1420.0,0.2535211267605634,0.016853932584269662,0.011049723756906077,0.2459016393442623,0.25,-0.010526315789473684,-0.0070921985815602835,1.6408450704225352,Pertambangan Batubara dan Jasa Pertambangan Melalui Entitas Anak,"Gedung Office 8, Lantai 28 SCBD Lot, 28, Jl, Jend, Sudirman Kav, 52 - 53, Kebayoran Baru, Jakarta 12190","https://www,mandiricoal,co,id",355560000,10.0,RF - BUANA CAPITAL SEKURITAS,RF,2021-07-28,2021-08-16,1420,1600,2021-09-01,2021-09-03,2021-09-03,2021-09-06,2021-09-07,0.0,
Closed,OILS,PT Indo Oil Perkasa Tbk,Basic Materials,Agricultural Chemicals,Pengembangan,270.0,0.08148148148148149,-0.00684931506849315,-0.013793103448275862,-0.027972027972027972,0.0,-0.02877697841726619,0.022222222222222223,-0.06666666666666667,Pengolahan produksi kopra dan penjualan minyak kelapa,"Jalan Raya Perning No, 39, Kecamatan Jetis, Kabupaten Mojokerto, Jawa Timur 61352","https://www,indooilperkasa,com",150000000,33.04,BQ - KOREA INVESTMENT AND SEKURITAS INDONESIA,BQ,2021-08-09,2021-08-16,270,300,2021-08-31,2021-09-02,2021-09-02,2021-09-03,2021-09-06,0.25,320.0
Closed,GPSO,PT Geoprima Solusi Tbk,Technology,Electronic Equipment & Instruments,Pengembangan,180.0,0.34444444444444444,-0.04132231404958678,-0.06896551724137931,-0.06481481481481481,-0.06930693069306931,0.02127659574468085,0.010416666666666666,3.3055555555555554,"Perdagangan Besar Mesin, Peralatan dan Perlengkapan Lainnya","Rukan Artha Gading Niaga Blok D-9, Kelapa Gading, Jakarta Utara 14240","https://www,geoprima,co,id",166666600,25.0,SF - SURYA FAJAR SEKURITAS,"SF,XA",2021-08-09,2021-08-13,175,180,2021-08-30,2021-09-02,2021-09-02,2021-09-03,2021-09-06,1.0,250.0
Closed,HAIS,PT Hasnur Internasional Shipping Tbk,Transportation & Logistic,Logistics & Deliveries,Utama,300.0,-0.26,-0.018018018018018018,0.0,0.0,-0.009174311926605505,-0.046296296296296294,-0.009708737864077669,-0.24666666666666667,"Pengangkutan barang dengan menggunakan kapal laut untuk mengangkut suatu jenis barang tertentu,",,"https://www,pthis,id",525250000,20.0,DR - RHB SEKURITAS INDONESIA,DR,2021-07-26,2021-08-06,230,300,2021-08-24,2021-08-30,2021-08-30,2021-08-31,2021-09-01,0.0,
Closed,UVCR,PT Trimegah Karya Pratama Tbk,Technology,Online Applications & Services,Akselerasi,100.0,4.3,0.0,0.09433962264150944,0.02586206896551724,-0.08403361344537816,-0.01834862385321101,0.0,0.29,Perdagangan Voucher Digital dan Jasa Teknologi,"Jl, Tebet Barat IX Nomor 35 BB, Tebet Barat, Jakarta Selatan, 12810","https://ultravoucher,co,id/",500000000,25.0,SF - SURYA FAJAR SEKURITAS,"SF,XA,YP",2021-06-29,2021-07-06,100,130,2021-07-19,2021-07-23,2021-07-23,2021-07-26,2021-07-27,0.5,350.0
Closed,BMHS,PT Bundamedik Tbk,Healthcare,Healthcare Providers,Utama,340.0,1.8823529411764706,-0.025510204081632654,-0.015706806282722512,0.005319148936170213,-0.037037037037037035,0.0,-0.005494505494505495,-0.4117647058823529,"Bergerak di bidang aktivitas rumah sakit swasta, poliklinik swasta, dan rumah sakit lainnya","Jl, Teuku Cik Ditiro No, 28, Menteng Jakarta 10350 - Indonesia","https://www,bmhs,co,id",620000000,7.26,KI - CIPTADANA SEKURITAS ASIA,KI,2021-06-17,2021-06-22,300,350,2021-06-30,2021-07-02,2021-07-02,2021-07-05,2021-07-06,0.0,
Closed,MASB,PT Bank Multiarta Sentosa Tbk,Financials,Banks,Pengembangan,3360.0,0.25,-0.06904761904761905,-0.06905370843989769,-0.06868131868131869,0.017699115044247787,-0.005797101449275362,-0.0029154518950437317,-0.08928571428571429,Bank,,"https://www,bankmas,co,id",186176500,15.0,SQ - BCA SEKURITAS,SQ,2021-06-07,2021-06-15,3000,4000,2021-06-24,2021-06-28,2021-06-28,2021-06-29,2021-06-30,1.0,3500.0
Closed,ARCI,PT Archi Indonesia Tbk,Basic Materials,Gold,Utama,750.0,-0.19333333333333333,0.01652892561983471,0.032520325203252036,0.047244094488188976,-0.022556390977443608,0.0,0.007692307692307693,1.2266666666666666,"Perusahaan holding di bidang pertambangan mineral (antara lain, emas dan perak)","Menara Rajawali, Lantai 19, Jl, DR Ide Anak Agung Gde Agung Lot #5,1, Kawasan Mega Kuningan, Jakarta Selatan 12950, Indonesia","https://www,archiindonesia,com",3725250000,15.0,AI - UOB KAY HIAN SEKURITAS,"AI,CC,C4,CS,NI",2021-05-31,2021-06-09,750,800,2021-06-22,2021-06-24,2021-06-24,2021-06-25,2021-06-28,0.0,
Closed,UNIQ,PT Ulima Nitra Tbk,Energy,"Oil, Gas & Coal Equipment & Services",Utama,118.0,-0.2457627118644068,0.011235955056179775,-0.03333333333333333,0.011494252873563218,0.0,0.011363636363636364,-0.011235955056179775,2.9661016949152543,Jasa Pertambangan dan Jasa Sewa Menyewa Peralatan Pertambangan,"JL, Betet No, 28 RT 22/ RW 9, 9 Ilir, Ilir Timur II, Palembang, Sumatera Selatan, 30113","https://www,ulimanitra,co,id",300000000,9.56,SF - SURYA FAJAR SEKURITAS,SF,2021-02-17,2021-02-19,115,118,2021-03-02,2021-03-04,2021-03-04,2021-03-05,2021-03-08,0.0,
Canceled,FAMA,PT Bank Fama International Tbk,Properties & Real Estate,,,,,,,,,,,,Bank Umum Swasta Non Devisa,"Jl, Asia Afrika No,115 Bandung - Jawa Barat, 40112","http://www,bankfama,co,id",1312105000,24.0,AR - BINAARTHA SEKURITAS,AR,2020-12-09,2020-12-17,298,328,,,,,,0.0,
